x,y
-1.51934452634305,-246.176377442497
0.144673095317557,-139.145933479454
3.20949991466478,-11.6092376689228
-1.06681651854888,-223.183756387408
1.76079809619114,-44.0099228750581
1.7084060839843,-46.0114180630611
4.535533367889,-3.16902905825098
3.02289039618336,-13.9349596210668
-1.10129773477092,-225.160745718686
2.52267730981112,-22.2984626236096
4.82336699659936,-2.39257104575496
2.84927673987113,-16.3784745859464
1.30866658152081,-63.8216399072346
4.27079203166068,-4.1393053984224
0.686255784472451,-100.436043612034
-0.278868591412902,-170.797188973606
0.204248801805079,-134.716824437613
3.01805760827847,-14.0030827448382
2.00416261260398,-35.648967135495
0.59999959403649,-106.304351440607
3.80098822154105,-6.57710986529443
1.81778992083855,-41.9367625921361
4.70265148486942,-2.71384747966745
3.66821905481629,-7.44832541696415
1.90145948156714,-38.927743984706
-0.346484324429184,-175.732093404173
0.628120054956526,-104.369870352761
1.46123206033371,-56.4816261177421
0.926816540770233,-85.0839044210927
2.22652617702261,-29.1925961271168
0.101105829467997,-142.40342017067
-1.52138493023813,-246.199675979515
-0.480227631283924,-185.34990278186
1.73744569998235,-44.8787196079211
4.79876335267909,-2.45907949158502
2.83254080708139,-16.6728544587618
1.78726461157203,-43.0338655749179
3.35024563153274,-10.1199503107855
3.98594694165513,-5.49125319772707
4.37628621025942,-3.73225073105168
4.4956853534095,-3.3079829354023
0.812135343905538,-92.2660314037601
-1.58863410330378,-249.116270585307
-1.02623643539846,-220.856102865477
3.53502415935509,-8.46019934571064
2.94771761423908,-14.9468490697188
-0.315689435694367,-173.465833160461
4.58435169397853,-3.0264501576226
-1.29572310042568,-235.512979909798
0.972051315475255,-82.3273522670342
2.37877606181428,-25.4389371224926
0.817054184386507,-91.9124803581138
4.13108752667904,-4.72204532894338
-1.30679679359309,-236.117455827894
0.790415487252176,-93.6320927266998
-0.985236280597746,-218.445236807966
0.196733262622729,-135.301659790321
-1.11164593882859,-225.708455278682
4.12027927814052,-4.78855189316132
-1.93793277489021,-262.227443677973
-1.15428563486785,-228.078909027261
1.458862174768,-56.6058674701797
2.19511645543389,-30.0778382002033
3.26670645922422,-11.0239725676933
1.11003350256942,-74.3411955263866
0.376521128928289,-122.074944180992
0.156080494634807,-138.320890049921
3.32476665824652,-10.4508396235152
-1.71465447708033,-254.224681576448
-1.80027995374985,-257.452456330261
-0.970151253743097,-217.570010701915
3.17983189434744,-11.9834948664722
-1.5120101866778,-245.796737984711
2.31428387644701,-26.9721973318521
0.221459646243602,-133.468116835741
-0.589508354663849,-193.019456301228
-0.824849887518212,-208.584566552053
4.88403306854889,-2.24539505313297
3.22944993618876,-11.3998321741967
2.98583259969018,-14.4662943728429
3.2706961245276,-10.9467677047669
-1.7218601689674,-254.517542753902
-1.00841581216082,-219.849044731118
3.57095523737371,-8.21293408636864
3.04750198870897,-13.5748495493286
-0.00557951373048127,-150.439658020888
-1.92928953771479,-261.943985149127
4.73893033596687,-2.63743106012515
-0.426155083114281,-181.485577579267
3.54934468423016,-8.4404259469345
4.80380419129506,-2.45264531048955
0.93350788927637,-84.649166264154
4.31570100807585,-3.96037983679498
4.09170489595272,-4.93558433519241
2.31347537762485,-27.0170916395678
4.64612167840824,-2.83451622297795
0.537084026029333,-110.634238082956
3.21157186524943,-11.603409329822
4.55099555500783,-3.16728895236666
4.49848548066802,-3.28139334542827
